	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
TAG60:11FA22:6	0.36	0.2682	1.4388	0.0523	0.0566	0.3299	0.3831	0.2183	0.2923	0.0369	0.0789	0.1912	0.0858	0.1992	0.4678	0.6928	0.0752	0.0733	0.8681	0.0231	0.0258	0.1838	0.1334	0.0397	0.0488	0.4234	0.1371	0.1284	0.1584	0.1216	0.132	0.073	0.0987	0.7777	0.6452	0.0655	0.0612	0.4657	0.3724	0.0635	0.3924	0.2148	0.2079	0.1071	0.2696	0.187	0.1767	0.3126	0.3016	0.0856	0.1126	0.0772	0.0754	0.2181	0.9778	0.6196	0.1784	0.2151	0.0453
LPC(20:0)	0.3425	0.4831	0.3748	0.4422	0.3897	0.2682	0.3187	0.4133	0.2999	0.3978	0.34700000000000003	0.3365	0.3645	0.3712	0.3839	0.4267	0.3048	0.4107	0.3676	0.4998	0.5386	0.375	0.4026	0.3847	0.3939	0.3303	0.3741	0.2651	0.3626	0.4016	0.3593	0.3794	0.448	0.4320000000000001	0.5127	0.355	0.35200000000000004	0.4289	0.3604	0.3452	0.418	0.4162	0.3037	0.4364	0.3366	0.2326	0.3117	0.29100000000000004	0.3487	0.3805	0.3768	0.4308	0.4742	0.3361	0.3615	0.471	0.4337	0.3825	0.3745
TAG52:4FA14:0	0.4247	1.2071	0.4894	0.5857	0.5846	0.2501	0.1488	0.0705	0.3346	0.3181	0.2426	0.1474	0.3755	0.2324	0.6354	0.2727	0.3131	0.3199	1.2172	0.1205	0.2441	0.4888	0.4242	1.0182	0.5754	0.3428	0.5747	0.7142	1.3518	0.4263	0.4297	0.5331	0.3995	0.4706	0.1129	0.1702	0.1996	0.1221	0.1374	0.1497	1.0073	1.1066	0.1177	0.084	0.4365	0.318	0.3566	0.1799	0.2745	0.3201	0.3951	0.1674	0.095	0.7181	0.5452	0.6175	0.6644	0.1284	0.227
TAG53:6FA18:1	2.8536	2.9372	2.9338	2.8478	2.7928	2.6848	2.8745	2.9598	2.8403	2.7216	2.9138	2.6633	2.8657	2.9704	2.6789	2.7989	2.8353	2.8864	2.9333	2.7564	2.715	2.8288	2.803	2.9146	2.7559	2.7482	2.7847	3.0325	3.1799	2.9133	3.0223	2.9508	2.734	3.1	3.1551	3.1845	2.6883	2.5432	2.9797	2.6998	2.932	2.8377	2.5749	2.5407	2.9225	2.8698	2.9391	2.7658	2.6366	2.7453	2.7277	2.9923	2.6816	2.6971	2.9172	2.9278	2.6077	2.7545	2.8696
PI(18:1/18:2)	0.5281	1.0907	0.5868	1.3051	1.1236	1.2869	0.6036	1.4085	0.8024	1.5119	0.6143	0.7656	0.8022	0.8886	0.5611	0.6718	0.9205	0.9098	0.6769	1.9618	1.6495	1.3368	1.4247	1.5392	1.4807	0.7184	1.203	1.2422	1.3445	0.5946	0.5249	1.2271	0.8153	0.6784	0.7085	2.0685	2.0399	0.7443	0.5836	0.7727	1.3429	0.5176	0.5899	2.041	0.3035	0.3181	0.3917	0.4289	0.6624	0.8418	1.0796	1.5974	1.7575	1.2581	0.7882	1.2305	1.0794	0.4784	0.8868
TAG52:4FA18:0	0.4063	0.8471	0.6527	0.5125	0.4464	0.3017	0.1851	0.1362	0.2406	0.2691	0.1841	0.1618	0.3132	0.2979	0.5808	0.4692	0.2416	0.2385	0.4151	0.094	0.1972	0.5713	0.3718	0.5538	0.4517	0.3243	0.5519	0.4779	0.7298	0.2207	0.2405	0.3267	0.2529	0.539	0.2251	0.1292	0.2027	0.1283	0.1164	0.1542	1.012	0.754	0.1247	0.0809	0.3153	0.2163	0.2451	0.2416	0.2008	0.3016	0.3025	0.1916	0.1235	0.7125	0.5172	0.9335	0.3418	0.1311	0.2277
PE(18:1/20:3)	0.209	0.4077	0.3007	0.2822	0.3997	0.1983	0.2559	0.1812	0.1334	0.4289	0.1921	0.1783	0.2117	0.2147	0.4527	0.1641	0.4772	0.3562	0.3473	0.4061	0.2775	0.2884	0.2471	0.407	0.8867	0.165	0.4373	0.2568	0.505	0.2566	0.2211	0.3756	0.3885	0.1603	0.1625	0.3144	0.3317	0.2053	0.2094	0.3129	0.6847	0.6294	0.1752	0.2954	0.3059	0.2761	0.3649	0.1841	0.1463	0.2703	0.2482	0.2975	0.2133	0.3065	0.2557	0.35200000000000004	0.3318	0.2597	0.3079
MAG(16:1)	0.0399	0.0615	0.0589	0.0456	0.0247	0.0553	0.049	0.0395	0.0465	0.0586	0.0677	0.0685	0.0448	0.0525	0.0576	0.0461	0.0585	0.0798	0.0543	0.0607	0.0421	0.0491	0.0445	0.0856	0.0895	0.0536	0.01235	0.061	0.081	0.0577	0.0548	0.0484	0.0415	0.0447	0.0332	0.0361	0.0413	0.0392	0.0574	0.0486	0.0784	0.035	0.0526	0.0464	0.0508	0.0341	0.0469	0.043	0.0577	0.0253	0.0311	0.0471	0.0288	0.0614	0.0574	0.0599	0.0761	0.0557	0.04
SM(22:0)	37.0477	73.8287	36.0223	66.7839	64.8829	49.8351	62.14100000000001	27.7684	35.9073	60.1827	28.7642	31.3671	45.227	48.2449	67.9771	68.5734	58.6377	76.3709	46.8668	68.6339	78.403	57.2697	63.4526	61.8323	64.3559	49.1857	73.8413	46.4331	49.273	57.4123	65.4438	67.1479	60.9304	60.8468	60.8166	54.7332	55.7414	74.5132	65.0742	50.2287	75.405	51.7578	68.4479	69.2642	55.7395	35.0643	31.1226	39.8966	40.8594	56.698	58.9243	69.8842	52.081	57.4196	47.477	64.882	67.5572	58.1793	38.8948
TAG55:8FA20:4	0.3751	0.4147	0.4399	0.3946	0.3803	0.3878	0.3758	0.3881	0.35	0.3556	0.4031	0.3626	0.3351	0.3851	0.402	0.3618	0.3913	0.4301	0.4125	0.3583	0.3809	0.3749	0.4034	0.3732	0.3879	0.3897	0.4016	0.3748	0.4056	0.4376	0.4058	0.3942	0.3971	0.3996	0.3775	0.4279	0.375	0.3871	0.3995	0.35700000000000004	0.5001	0.4003	0.3806	0.3756	0.4046	0.3959	0.3699	0.3976	0.4021	0.3619	0.3665	0.4206	0.3835	0.3974	0.3982	0.4197	0.3946	0.3823	0.4044
TAG58:6FA18:1	0.4472	1.2262	1.2729	0.3269	0.3732	0.3631	0.4357	0.2542	0.4391	0.3451	0.387	0.4186	0.6057	0.7295	1.4469999999999998	1.1224	0.5598	0.4242	1.2627	0.2407	0.3678	0.7326	0.6001	0.4758	0.6849	0.6229	0.8311	0.4527	1.0398	0.6718	0.8077	0.4206	0.3058	0.8187	0.7784	0.1864	0.1993	0.2566	0.2581	0.3105	0.9499	1.0849	0.4602	0.3084	0.7873	0.7638	0.8488	0.4167	0.3404	0.4314	0.4748	0.3821	0.2657	1.0337	0.9689	0.5042	0.5229	0.3796	0.4703
TAG56:5FA16:0	1.3687	2.7173	1.7114	0.6461	0.7283	0.8332	0.7269	0.2884	0.8845	0.9574	0.8476	0.5717	1.1745	1.0502	3.1396	1.6217	1.1267	1.0033	1.7945	0.3086	0.684	1.6339	2.0379	1.3774	1.2894	1.8547	2.2839	1.4404	2.867	1.9861	2.2205	1.0788	0.7829	1.1555	0.8658	0.4179	0.5201	0.4891	0.5773	0.6625	2.2639	2.7805	1.0248	0.3859	1.7697	1.6898	1.7628	0.7154	0.5334	1.1724	1.1751	0.5564	0.4472	3.0287	1.8926	1.8963	1.5815	0.7633	0.8116
DAG(18:2/20:5)	0.3345	0.2031	1.0441	0.0457	0.0585	0.3305	0.2437	0.1033	0.2023	0.0274	0.0339	0.0589	0.0988	0.1837	0.2233	0.3946	0.0559	0.0562	0.2175	0.0394	0.0276	0.1199	0.1445	0.0405	0.0374	0.1857	0.1023	0.106	0.1509	0.0842	0.1088	0.0538	0.0843	1.1218	0.4975	0.049	0.0659	0.1058	0.0532	0.0453	0.3031	0.1568	0.0596	0.0623	0.0942	0.08800000000000001	0.1134	0.1005	0.0995	0.0653	0.0962	0.0375	0.0558	0.1515	0.7314	2.0257	0.1161	0.0739	0.0385
TAG58:2FA18:1	1.1887	0.6709999999999999	0.2447	0.3338	0.0583	0.173	0.0453	0.1221	0.1875	0.2911	0.0533	0.0732	0.0823	0.0872	1.4509999999999998	0.6299	0.1963	0.3476	0.6296	1.8741	0.1056	0.4762	0.3919	0.1438	0.0906	0.0886	0.1905	0.0921	1.9363	0.1831	0.1287	0.161	0.0633	0.2477	7.8926	0.0599	0.1021	0.0793	0.0373	0.0941	0.5754	0.235	0.052000000000000005	0.1115	0.2752	0.1796	0.2236	0.1076	0.0328	0.0572	0.0721	0.2061	0.0586	0.3316	0.1556	0.9332	0.1751	0.0516	0.1912
CE(22:0)	0.5479	0.9971	0.8262	0.6422	0.757	0.8406	1.0125	0.8671	0.8628	0.7393	0.5445	0.6456	0.5434	0.6376	0.9179	1.3914	0.6518	0.7708	0.9463	0.5589	0.7919	0.6569	0.5903	0.5565	0.5773	0.932	0.8418	0.5119	0.5672	0.6287	1.19	0.7731	0.7946	1.138	1.1181	0.8351	0.7124	1.3299	1.4111	0.3927	1.0724	0.5908	1.0953	0.8736	0.7244	0.5668	0.5206	0.5336	0.6659	0.812	0.9807	0.6841	0.6365	0.4818	0.6203	0.684	0.8911	0.7402	0.6933
TAG54:5FA22:4	0.4076	0.6069	0.3239	0.1827	0.2382	0.1981	0.1312	0.0404	0.1415	0.2247	0.1802	0.0998	0.2712	0.1785	0.5593	0.1607	0.2279	0.2444	0.4455	0.0673	0.1734	0.3867	0.4526	0.5451	0.2942	0.6102	0.4593	0.5214	1.034	0.526	0.5403	0.3157	0.3019	0.2199	0.087	0.1223	0.1836	0.1311	0.1608	0.1513	0.82	0.7070000000000001	0.1797	0.062	0.478	0.2739	0.3341	0.1225	0.1285	0.2534	0.2903	0.0935	0.0665	0.8856	0.4393	0.5598	0.6395	0.2274	0.1626
TAG58:3FA18:1	0.6697	0.916	0.2259	0.3814	0.0725	0.1454	0.0678	0.1282	0.1662	0.2002	0.0957	0.0911	0.1243	0.1093	0.6968	0.4239	0.1329	0.2134	0.5769	0.9774	0.1247	0.459	0.3768	0.145	0.1744	0.0848	0.1844	0.0907	0.5826	0.1477	0.1333	0.1302	0.0868	0.303	3.1303	0.0544	0.0827	0.0506	0.0397	0.0742	0.5034	0.228	0.1015	0.08900000000000001	0.1427	0.1561	0.165	0.1078	0.0458	0.0649	0.08	0.2486	0.1127	0.2692	0.1894	0.8124	0.1354	0.0609	0.1588
TAG56:3FA20:2	0.1919	0.4934	0.3918	0.2222	0.1997	0.1332	0.1497	0.1276	0.1892	0.2796	0.1351	0.1214	0.1777	0.2036	0.4889	0.4022	0.2044	0.185	0.4695	0.1193	0.1442	0.2365	0.1724	0.251	0.3119	0.1805	0.3536	0.2055	0.4899	0.2114	0.2363	0.2186	0.1315	0.2432	0.1914	0.0782	0.0782	0.0857	0.0792	0.1463	0.3863	0.5549	0.0974	0.105	0.2021	0.226	0.2546	0.1739	0.1169	0.2259	0.2287	0.16699999999999998	0.0963	0.3416	0.3399	0.2355	0.2158	0.1248	0.259
TAG52:2FA18:2	25.7508	51.3155	32.8811	32.6531	19.4109	13.3948	13.962	8.8217	19.0056	22.9124	12.3103	9.5932	18.3198	17.269000000000002	39.5502	34.2533	13.9924	15.7108	29.8611	7.6539	14.122	38.2727	41.0774	30.5733	26.8211	23.1924	43.9692	32.3022	69.8185	18.0213	21.9448	22.4002	13.0492	31.8507	21.4247	9.1989	11.5046	5.6526	6.1692	8.4817	45.701	36.9652	11.975	6.7786	18.7444	18.0976	19.2398	15.8504	8.5215	20.218	21.5019	13.8779	7.2588	56.2442	32.1889	47.294	20.885	7.1894	18.8655
TAG53:4FA16:0	0.3677	0.6496	0.3363	0.2932	0.2046	0.2148	0.1661	0.1128	0.2322	0.2126	0.1364	0.0976	0.2553	0.1812	0.4074	0.2834	0.1849	0.1942	0.35700000000000004	0.0548	0.1187	0.4868	0.6531	0.3785	0.2877	0.272	0.397	0.3013	0.8049	0.2613	0.3183	0.3425	0.1861	0.4695	0.2709	0.1661	0.1812	0.1061	0.1346	0.108	0.7528	0.4321	0.1317	0.0866	0.3729	0.262	0.2797	0.1967	0.1446	0.2395	0.2409	0.2164	0.1207	0.7863	0.4221	0.9848	0.3509	0.1205	0.1268
LCER(22:1)	0.0388	0.0656	0.048	0.0425	0.0573	0.0832	0.0715	0.0568	0.0682	0.0755	0.0494	0.047	0.0656	0.0698	0.0624	0.0564	0.0863	0.0895	0.0433	0.0966	0.069	0.0648	0.0606	0.0646	0.0792	0.0614	0.0582	0.0615	0.0703	0.0405	0.0484	0.105	0.0857	0.0727	0.0572	0.0808	0.0676	0.0919	0.0832	0.0662	0.0799	0.0445	0.0993	0.0909	0.0754	0.0513	0.0483	0.0685	0.0607	0.0635	0.0764	0.0551	0.0561	0.0737	0.0589	0.0517	0.0766	0.0762	0.1163
LPC(20:4)	2.7166	3.912	2.6962	1.399	1.368	1.205	1.5184	1.6174	1.4678	1.0214	2.3516	2.7485	2.6454	3.7622	3.2732	2.9687	3.5989	2.3103	3.4156	1.6184	1.117	3.1604	2.7957	0.9655	1.2095	3.2203	2.0394	1.9521	1.8336	4.1948	4.6248	3.0353	2.1631	1.5694	2.0304	1.2216	1.2246	2.8107	2.4613	3.006	2.8207	3.8543	2.4059	1.689	2.4286	2.2734	2.3363	1.7264	2.2699	1.6294	1.706	2.7627	3.3413	3.4115	2.4701	2.4552	3.7699	2.7385	3.0843
TAG48:2FA12:0	3.1353	5.8279	3.6615	7.2889	5.6905	1.3337	0.4534	0.3391	8.7806	2.5053	0.7318	0.7719	0.9443	0.4286	2.8201	1.4088	1.5888	2.4047	19.928	0.4825	1.5877	13.5001	1.8634	7.176	2.1625	0.8257	2.5039	10.1272	51.4229	1.2496	0.994	4.4569	3.3881	14.9516	12.9231	0.6133	0.8203	0.3072	0.349	0.5551	6.9264	3.7731	1.2995	0.2717	1.5665	0.8037	4.3424	0.6638	0.6351	0.8004	1.0826	1.0933	0.2008	4.3931	1.6672	2.3848	1.9441	0.4237	1.4693
TAG58:7FA22:4	0.2582	0.6965	0.6842	0.2141	0.1884	0.1653	0.1864	0.183	0.2219	0.1797	0.2666	0.1827	0.33	0.5073	0.4463	0.3748	0.2353	0.1813	0.4874	0.14800000000000002	0.1713	0.4023	0.3027	0.226	0.3941	0.3205	0.4136	0.2768	0.5011	0.2442	0.3044	0.2147	0.1627	0.2891	0.2685	0.1354	0.1472	0.1308	0.1731	0.1567	0.4978	0.4721	0.2407	0.19	0.4548	0.3891	0.4253	0.2685	0.2759	0.2398	0.2205	0.1945	0.2103	0.6377	0.3645	0.2744	0.1894	0.1433	0.2487
PC(18:0/18:0)	0.9039	0.7524	0.8644	1.0509	1.2826	1.1001	0.92	0.7089	0.8918	1.1366	0.5632	0.889	0.7547	0.9661	1.5641	1.3035	1.3414	1.3303	1.1042	0.9861	0.9681	1.179	1.0562	0.9805	1.1341	1.2132	1.7407	0.9002	1.0692	1.2285	1.2525	1.3517	1.2629	1.0472	0.8366	1.2561	1.1802	1.3131	1.0434	1.2578	1.3613	1.3159999999999998	1.3009	0.9638	1.0767	0.9808	1.0022	0.7097	0.7938	1.0787	1.1244	1.1582	1.0658	0.9633	1.1679	1.6783	1.1822	1.3059	0.8364
CE(18:3)	33.1407	60.20399999999999	35.549	49.5855	57.5337	51.2098	58.1497	23.7573	34.2755	43.653	21.2653	36.4195	31.8682	51.6824	68.7335	62.0977	49.5632	49.3834	32.2706	30.1201	35.6044	49.1149	59.3911	61.1213	46.1722	90.4893	60.4329	29.0806	37.3436	49.4665	57.21100000000001	66.3719	44.9852	26.7162	20.1615	55.5435	67.4511	65.2686	46.8937	53.7601	89.4724	52.4252	40.1968	43.6785	51.5229	30.6632	32.621	26.8617	33.1356	55.3336	54.6144	54.8855	46.3759	56.0608	40.4556	83.4507	77.9087	58.6813	34.9504
TAG51:4FA20:4	0.2061	0.4001	0.1262	0.0395	0.0592	0.1217	0.0544	0.0422	0.1078	0.0785	0.0717	0.035	0.0858	0.0678	0.1407	0.0484	0.1467	0.1489	0.1615	0.0398	0.05	0.1511	0.139	0.1779	0.0903	0.124	0.0999	0.1795	0.2598	0.1235	0.1631	0.1815	0.1634	0.1973	0.0419	0.0534	0.0703	0.1021	0.1183	0.0547	0.5745	0.1583	0.0977	0.0461	0.1754	0.0901	0.1007	0.0828	0.0881	0.0692	0.0827	0.0464	0.0458	0.3851	0.1671	0.6214	0.266	0.0867	0.0781
TAG56:4FA20:2	0.6314	1.6155	1.3288	0.8448	0.8167	0.3617	0.5341	0.4856	0.6429	0.8776	0.5753	0.5263	0.8721	0.9423	1.7768	1.4377	0.6917	0.5322	1.6627	0.6288	0.8332	0.8351	0.6257	0.9955	1.7868	0.746	1.3377	0.6439	1.4581	0.9038	0.9868	0.6586	0.3715	0.7375	0.9219	0.2491	0.2963	0.1789	0.2224	0.5326	1.1277	1.844	0.3622	0.4215	0.7595	0.8497	1.0866	0.5920000000000001	0.4027	0.6489	0.6575	0.7162	0.3509	1.0209	1.0157	0.667	0.6761	0.3753	0.9563
DAG(15:0/18:2)	0.0965	0.2558	0.0844	0.0637	0.0745	0.972	2.6492	0.5103	0.5816	0.2277	0.0545	0.0373	0.091	0.0635	0.2359	0.3026	0.1557	0.0881	0.1322	0.0402	0.0848	0.3547	0.8243	0.1063	0.075	0.4442	0.1594	0.1134	0.142	0.1282	0.065	0.105	0.1183	0.3242	0.0821	0.0646	0.0823	0.0513	0.1514	0.0291	0.2111	0.1154	0.0644	0.0391	0.0835	0.0646	0.0864	0.5367	0.1672	0.0728	0.0894	0.0731	0.048	3.3436	0.1321	0.2089	0.0901	0.0408	0.5039
TAG46:1FA16:0	5.1097	13.1155	3.0551	7.3017	6.7953	3.4919	0.6497	0.2352	5.347	5.3979	0.5984	0.7459	1.0057	0.3685	3.9211	1.0024	2.3413	4.3416	15.5511	0.3901	1.6313	17.325	3.7335	17.9572	1.9781	3.7042	3.5004	21.03	82.2829	2.9919	2.2516	8.5761	6.0528	16.033	8.6209	0.9523	1.6795	1.1026	1.1792	1.0043	17.2229	5.4929	1.5664	0.217	2.653	1.0078	4.9267	1.28	1.2218	1.6771	2.4765	1.2382	0.2474	13.7456	3.7738	15.6081	11.0382	1.4603	1.6144
DAG(16:0/16:0)	1.0139	2.0733	0.7626	0.6559999999999999	0.5585	0.4592	0.3149	0.1611	0.4576	0.7085	0.2163	0.1841	0.3042	0.2846	0.947	0.4979	0.4438	0.479	0.5983	0.2095	0.3058	1.0663	2.2278	1.4087	0.5444	0.8734	1.2208	1.5556	3.7953	0.8232	0.7174	0.7752	0.5047	1.3196	0.4171	0.2062	0.327	0.2921	0.1842	0.3049	1.5630000000000002	1.0278	0.364	0.1403	0.5866	0.3613	0.732	0.4119	0.1987	0.6621	0.8821	0.2699	0.1643	2.501	1.0839	3.3944	1.3859	0.4001	0.6544
TAG54:5FA18:2	58.8604	112.9995	99.0413	119.2204	54.1704	20.5313	32.6377	61.1997	52.0023	33.4181	41.1457	32.1978	57.5767	78.7156	72.3805	104.105	23.2119	22.2887	75.7644	39.2896	45.2422	135.0493	91.4084	48.0415	101.1537	30.8037	94.045	45.0055	93.7238	24.3167	25.4776	33.5202	23.0911	85.3779	83.4762	26.6058	29.1888	8.3447	9.1212	17.0345	83.7118	62.0048	19.0846	32.5962	40.3192	36.859	43.6603	45.4473	35.9781	38.7655	32.689	66.2581	46.4479	106.4315	53.964	90.5774	16.3543	8.6278	42.1572
TAG42:1FA12:0	0.2663	0.4863	1.065	1.582	4.3064	0.00715	0.00715	0.0235	2.7606	0.1111	0.0184	0.022	0.00715	0.00715	0.04	0.0178	0.1198	0.2105	3.3691	0.00715	0.00715	4.5134	0.0701	1.0515	0.0561	0.0533	0.0443	5.5092	25.3882	0.0342	0.0242	0.7493	0.6384	6.129	3.8153	0.0503	0.0494	0.0419	0.0317	0.0246	1.1974	0.1257	0.00715	0.00715	0.1448	0.0428	0.9001	0.0487	0.1172	0.0195	0.0347	0.0855	0.0143	0.396	0.1041	0.2875	0.2388	0.0318	0.0499
DAG(18:1/20:2)	0.1529	0.3076	0.1132	0.1075	0.1737	0.1283	0.1367	0.0949	0.2011	0.1373	0.0697	0.0744	0.1348	0.1269	0.29100000000000004	0.2071	0.1266	0.0941	0.302	0.0834	0.1369	0.1196	0.1545	0.1366	0.1545	0.2045	0.3315	0.1584	0.1898	0.342	0.3596	0.1763	0.1522	0.1701	0.1007	0.0723	0.0706	0.0776	0.0868	0.081	0.2092	0.3452	0.0802	0.0789	0.1341	0.2051	0.1482	0.0768	0.0771	0.1615	0.1579	0.0935	0.061	0.2354	0.2134	0.1575	0.1633	0.0769	0.1364
TAG52:7FA16:0	0.6452	2.5116	0.5276	0.2969	0.2072	0.3505	0.1412	0.0647	0.2195	0.5415	0.1101	0.1042	0.2315	0.1015	0.484	0.2727	0.3581	0.3955	0.5809	0.0526	0.0999	0.564	0.9136	0.7264	0.1855	0.3833	0.4632	0.6629999999999999	2.3678	0.3751	0.3221	0.9707	0.3561	1.0905	0.201	0.1709	0.2011	0.2547	0.1904	0.1513	2.1125	0.6843	0.2154	0.1173	0.5216	0.2208	0.4117	0.2759	0.2319	0.2009	0.3029	0.2555	0.0732	1.345	0.657	2.5836	0.91	0.2145	0.2399
TAG55:5FA18:1	0.3271	0.6125	0.4568	0.3975	0.1981	0.2019	0.1993	0.2173	0.2653	0.2116	0.264	0.1815	0.3338	0.2813	0.5153	0.4456	0.2947	0.2444	0.5501	0.1716	0.1894	0.4896	0.4898	0.3043	0.3795	0.2661	0.4117	0.234	0.5743	0.3105	0.3574	0.3595	0.2393	0.5759	0.6775	0.2053	0.1963	0.1628	0.1931	0.1532	0.6907	0.4857	0.2291	0.1877	0.3979	0.3711	0.4089	0.2829	0.21600000000000005	0.2543	0.2478	0.3231	0.1881	0.6131	0.4071	0.6684	0.2645	0.2009	0.2437
TAG52:2FA20:0	0.2112	0.4559	0.2214	0.1702	0.1599	0.1071	0.1087	0.0792	0.1672	0.1632	0.1226	0.0839	0.1625	0.1072	0.3316	0.2304	0.146	0.1725	0.4219	0.083	0.1412	0.3965	0.2068	0.3058	0.1763	0.1843	0.3195	0.2596	0.5119	0.1628	0.1737	0.2225	0.1361	0.3537	0.1953	0.0741	0.0788	0.0552	0.0672	0.0733	0.4493	0.2676	0.1023	0.0555	0.1476	0.1291	0.1637	0.1139	0.0878	0.1004	0.1147	0.1259	0.0491	0.3534	0.205	0.2615	0.2158	0.0659	0.1215
TAG46:1FA14:0	3.4393	12.071	1.5643	3.802	3.9034	2.4682	0.5026	0.2058	2.0633	3.5604	0.6963	0.5588	1.1481	0.3332	4.0386	0.8683	2.3611	2.7497	9.5857	0.3867	1.3013	5.9799	2.6285	13.5712	1.7096	3.2977	3.5089	7.8027	17.5332	3.0533	2.3029	8.3188	5.024	9.447	1.0163	0.9034	1.2966	0.9175	0.8379	0.9155	15.5672	5.5802	0.8335	0.1955	2.7155	0.8359	2.6844	0.9524	1.3629	1.4484	1.962	0.8487	0.236	9.4358	3.5115	9.7059	10.5179	1.0125	1.1387
DAG(16:1/20:2)	0.0631	0.1053	0.0613	0.0612	0.0899	0.068	0.0887	0.0583	0.0776	0.0584	0.0565	0.0341	0.0711	0.0671	0.1082	0.0853	0.05	0.0356	0.1007	0.0497	0.0918	0.092	0.0678	0.0769	0.0714	0.0978	0.133	0.0713	0.0879	0.1004	0.0763	0.0576	0.0896	0.01185	0.01185	0.0358	0.0568	0.0511	0.0324	0.0388	0.0805	0.1009	0.0422	0.0283	0.0606	0.057	0.064	0.0507	0.0528	0.0597	0.0647	0.0365	0.05	0.1729	0.0597	0.0963	0.0686	0.0383	0.0594
TAG53:5FA18:1	8.8851	9.3499	9.5867	8.999	9.0433	8.6254	9.3251	9.3858	8.8323	8.9878	8.901	8.2444	9.3435	9.1827	8.8681	9.3062	9.2967	9.0928	9.8152	8.8981	8.7199	8.9328	8.9288	9.2133	9.2373	8.8895	9.0077	9.148	9.2273	8.7668	9.5384	9.3601	8.6185	9.2436	9.1603	9.9562	8.8406	9.0069	9.0793	8.5054	9.5903	9.1502	8.1253	8.7549	9.0362	8.9854	9.1402	9.0535	8.7718	8.5621	9.2146	9.1888	8.9329	8.7285	9.2479	9.0955	8.3147	8.5103	9.1207
CER(18:0)	0.0792	0.1359	0.0789	0.1144	0.1241	0.0928	0.1279	0.0544	0.06	0.111	0.0742	0.0632	0.1091	0.1326	0.1068	0.1052	0.0935	0.0915	0.1019	0.0463	0.06	0.1422	0.1111	0.1076	0.106	0.118	0.1854	0.0919	0.0941	0.0722	0.1051	0.1232	0.1434	0.1172	0.0712	0.0426	0.0699	0.0957	0.16699999999999998	0.0827	0.1312	0.1406	0.1959	0.0687	0.1287	0.1333	0.1266	0.0922	0.0867	0.2019	0.1924	0.0455	0.0528	0.1349	0.1952	0.1152	0.1222	0.127	0.1007
CE(24:1)	0.378	0.5486	0.3067	0.3123	0.4377	0.7340000000000001	0.754	0.5205	0.8412	0.3292	0.3656	0.3007	0.3715	0.4232	0.541	0.4904	0.6323	0.4936	0.4429	0.3311	0.4136	0.3231	0.4583	0.5157	0.3902	0.7615	0.4095	0.5082	0.3818	0.2992	0.6553	0.3795	0.4201	0.5226	0.4252	0.5191	0.3756	0.4739	0.4096	0.4859	0.3777	0.4399	0.5092	0.3824	0.3670000000000001	0.3207	0.3136	0.3947	0.2944	0.4219	0.4426	0.2945	0.2765	0.8511	0.2796	0.4994	0.3471	0.5171	0.6183
PC(18:2/20:4)	8.2117	13.7222	6.7217	7.7676	8.9775	8.9122	9.9372	6.8411	8.8179	7.4146	6.2114	6.9876	10.2863	10.9105	12.1954	10.4296	11.4129	10.6041	8.4069	8.1492	9.8794	11.338	11.9837	9.7005	9.4285	12.2895	12.1599	7.4169	9.21	13.9584	13.8394	13.0529	10.2879	7.8621	7.0523	7.1345	9.8316	12.5538	11.54	12.814	11.5386	9.879	10.6551	11.6655	10.1954	8.2703	8.1074	6.7087	8.6762	8.9151	9.9735	15.0798	10.5449	13.8596	9.6355	11.1248	9.7538	8.6041	9.1683
PC(16:0/16:0)	12.504	17.7142	10.5805	18.5755	17.1932	18.032	17.1864	12.3894	12.7061	17.6339	12.1514	11.5233	12.5412	13.9036	14.3887	13.654000000000002	13.7267	17.4684	11.7453	22.0578	19.1324	15.73	18.0147	18.7056	20.2744	16.8772	21.6618	15.9516	17.3821	15.7027	18.0229	19.8884	17.4352	16.676	12.1335	14.8402	17.0055	23.7357	18.2378	16.7872	17.724	15.2174	17.2647	13.4192	14.1202	13.9667	12.8274	11.1837	10.9231	14.0795	16.2402	16.9533	19.8458	19.7502	15.9494	19.9629	21.2317	15.2389	12.3186
