	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
TAG58:8FA18:1	1.0322	1.3461	4.4199	0.4374	0.4046	0.8343	1.0488	0.9141	1.1658	0.3575	0.4626	0.995	0.7128	1.0281	2.1972	3.2110000000000003	0.4437	0.3738	3.5425	0.2523	0.2498	0.8698	0.7233	0.3127	0.4982	0.8666	0.8420000000000001	0.5679	2.0821	0.5618	0.6698	0.3997	0.3785	2.9399	5.2858	0.2629	0.2178	0.6973	0.6746	0.2913	1.5432	1.0472	0.6486	0.5746	1.0056	0.8237	1.0154	1.0778	0.8347	0.4611	0.4768	0.4892	0.445	1.3057	2.1934	2.1788	0.6297	0.6057	0.3999
TAG55:7FA22:6	0.2785	0.2664	0.6411	0.0556	0.0641	0.1419	0.1415	0.1211	0.2833	0.0574	0.0888	0.1233	0.0989	0.0675	0.3101	0.3801	0.0631	0.0652	0.9415	0.019	0.0292	0.1523	0.1268	0.0776	0.0757	0.2602	0.1685	0.1748	0.2072	0.175	0.1884	0.1014	0.0941	0.6653	0.3434	0.0264	0.0234	0.1656	0.2005	0.0366	0.5533	0.2346	0.1582	0.0644	0.1691	0.1168	0.121	0.154	0.1417	0.0779	0.1161	0.0477	0.0333	0.1736	0.6531	0.4814	0.2324	0.1029	0.0552
DAG(14:0/18:3)	0.0501	0.0634	0.0374	0.0433	0.0362	0.0215	0.0228	0.0072	0.0072	0.0288	0.0164	0.021	0.0324	0.021	0.0072	0.0072	0.0251	0.0216	0.0459	0.0241	0.0311	0.0683	0.0536	0.083	0.0357	0.0072	0.0574	0.0544	0.0936	0.036000000000000004	0.0292	0.03	0.0349	0.0788	0.0306	0.0214	0.0211	0.0233	0.0281	0.0172	0.1061	0.0472	0.0072	0.0072	0.0332	0.0196	0.0253	0.0257	0.0258	0.0255	0.0279	0.0247	0.0185	0.0744	0.042	0.1072	0.0602	0.0243	0.0209
PC(16:0/22:4)	3.6117	7.5426	2.4565	4.4689	4.5261	3.869	4.2316	2.286	2.1929	6.8115	4.9071	4.1004	5.5165	7.4965	8.7165	3.4216	9.8574	9.6979	3.9179	5.7395	6.2464	9.5377	9.2091	7.6868	9.0862	7.2258	7.6142	5.2276	9.1827	8.8569	10.7916	10.7797	9.9055	2.6405	1.4898	5.2446	6.2278	4.4564	4.2294	7.6615	6.3927	5.9788	8.1859	3.6035	6.8923	4.4543	5.4432	3.2876	2.1396	6.0847	5.6021	6.0882	6.7891	10.7037	4.9582	6.7365	7.9864	7.6157	4.5477
TAG56:9FA20:4	0.9868	0.8819	1.7609	0.3214	0.3069	0.738	0.4405	0.3753	0.2793	0.1114	0.2252	0.1956	0.5268	0.8849	0.5077	0.4372	0.4024	0.3929	0.3706	0.0725	0.1412	0.8176	0.4965	0.2703	0.3169	0.7882	0.3273	0.3525	0.4553	0.306	0.4663	0.4045	0.3992	0.7612	0.3732	0.5981	0.5583	0.544	0.4596	0.6072	1.9765	0.5403	0.2625	0.2835	0.7223	0.4194	0.3886	0.5577	0.7771	0.3164	0.3168	0.522	0.6759	0.8743	0.96	1.8033	0.4391	0.277	0.2072
TAG57:8FA22:6	0.2888	0.2645	0.8843	0.1709	0.1673	0.2288	0.2485	0.2529	0.3196	0.1499	0.1736	0.2522	0.192	0.2002	0.3262	0.4498	0.1436	0.1415	0.7803	0.1352	0.1381	0.2536	0.1773	0.1703	0.1467	0.2315	0.208	0.1795	0.2501	0.1869	0.2186	0.1649	0.1802	0.6379	0.4531	0.1736	0.1342	0.2662	0.235	0.1396	0.4277	0.2562	0.189	0.1783	0.265	0.2099	0.2154	0.2514	0.2751	0.1795	0.1725	0.1389	0.1504	0.2063	0.5978	0.3973	0.212	0.1685	0.1691
TAG56:2FA18:0	0.4134	0.9831	0.581	0.5838	0.1796	0.1775	0.113	0.1654	0.2512	0.4165	0.1026	0.1505	0.1952	0.1785	1.11	0.7758	0.3353	0.2753	0.6049	0.2992	0.1502	0.5133	0.434	0.2881	0.2358	0.2045	0.4384	0.2794	1.1978	0.258	0.2683	0.3015	0.1529	0.5544	1.0461	0.0989	0.1136	0.099	0.0927	0.1494	0.9659	0.6081	0.1221	0.1144	0.2921	0.2697	0.3075	0.2266	0.0982	0.2104	0.2212	0.2814	0.096	0.6779	0.4463	0.5473	0.3139	0.1433	0.385
PC(17:0/20:4)	1.6457	3.281	3.625	1.175	1.4619	1.7412	1.7331	1.9621	1.599	1.1198	2.5535	1.8385	2.777	2.5924	2.7282	3.0657	3.2565	2.3212	2.4621	1.6988	1.7545	2.583	1.9391	1.745	1.9831	3.0045	2.2373	1.4481	1.6288	4.9488	4.3807	3.0573	4.0288	1.4918	1.3608	1.3668	0.9024	3.6571	2.5389	1.9619	3.0928	3.4201	4.6152	2.3104	3.9914	2.803	3.0631	2.7637	2.3239	1.6136	1.7974	1.6063	2.9871	2.4637	3.3109	1.7202	2.8398	2.2271	2.3012
LPC(20:2)	0.2459	0.5504	0.2672	0.6834	0.4833	0.2498	0.3287	0.2376	0.1837	0.3974	0.382	0.4331	0.3165	0.4682	0.4445	0.3006	0.3182	0.2787	0.6235	0.5522	0.4947	0.3168	0.3683	0.3403	0.5051	0.3643	0.3648	0.3414	0.3502	0.3012	0.3414	0.5122	0.3342	0.2501	0.2241	0.5564	0.491	0.3214	0.245	0.49	0.5885	0.5834	0.2501	0.4272	0.2584	0.2232	0.3271	0.2134	0.3713	0.313	0.3866	0.514	0.4698	0.5044	0.3412	0.4517	0.6308	0.3459	0.3664
TAG45:1FA18:1	0.2289	0.6549	0.0916	0.1094	0.1185	0.1123	0.0243	0.0375	0.1275	0.0801	0.0296	0.0391	0.0356	0.0222	0.056	0.0656	0.1436	0.1364	0.6926	0.0196	0.0416	0.4076	0.1236	0.3267	0.0622	0.108	0.0662	0.253	0.7356	0.0743	0.0774	0.4798	0.2522	1.1247	0.0827	0.0534	0.0542	0.0493	0.0481	0.0387	0.805	0.1096	0.0491	0.0172	0.1796	0.0502	0.2616	0.064	0.1025	0.0259	0.0493	0.00795	0.00795	0.4031	0.1315	0.2786	0.2052	0.041	0.0876
TAG52:5FA20:4	4.2062	4.7164	2.4165	1.0992	1.4236	2.0985	0.8904	0.2686	1.0814	1.3127	0.9824	0.4653	2.0244	1.3349	4.3841	1.1346	1.8956	1.9487	2.4771	0.3182	0.7196	2.5679	2.4937	3.0335	1.2537	3.4272	2.3939	3.9657	6.7313	2.8686	3.299	2.7507	2.7063	1.8381	0.6239	1.0319	1.6222	1.3928	1.2485	1.578	8.1567	4.1785	1.1655	0.4175	2.874	1.6705	1.868	1.1101	0.9522	1.4002	1.8255	0.6181	0.482	6.4364	3.0413	8.3123	3.7448	1.4004	0.9315
PE(18:1/18:1)	0.9086	1.3985	0.7154	0.654	0.4084	0.6764	0.3338	0.4996	0.4272	0.6732	0.3079	0.2427	0.4635	0.4693	0.8826	0.6914	1.003	0.8392	1.1164	1.0997	0.5689	0.7469	1.0356	0.5363	0.6114	0.2913	0.7922	0.4011	1.4615	0.4438	0.4805	0.6623	0.628	0.8148	1.2147	0.3768	0.5645	0.3775	0.2005	0.6986	0.5786	0.6832	0.1887	0.8674	0.5736	0.4524	0.6864	0.4103	0.3977	0.2798	0.4105	0.8859	0.4426	1.0657	0.4388	1.0454	0.4317	0.2901	0.5055
PE(P18:1/22:6)	3.7541	3.4544	4.8972	1.6116	2.6906	3.7063	6.0153	3.8565	4.8004	2.4137	3.3931	3.9345	2.3731	2.253	4.849	6.442	2.7069	2.7694	8.7206	2.1382	2.9221	2.4256	2.2014	2.0786	4.0191	5.0963	2.7988	2.1141	2.0874	2.6357	3.4368	4.6816	3.571	5.8779	4.5471	2.7411	2.1344	6.9276	5.9919	2.1909	6.712999999999999	4.206	4.8527	3.9472	3.9784	2.2144	2.0552	2.0709	3.4839	2.6357	3.2368	1.8358	2.9623	2.0164	4.8742	6.9794	2.2458	1.8792	2.3482
PI(16:0/20:4)	1.7309	1.7432	1.3871	1.69	1.4462	1.9449	2.056	0.8814	1.2506	3.18	0.9961	1.5941	1.2676	2.4171	1.906	1.1587	3.2643	2.5619	0.8411	1.9276	2.2401	3.1137	4.1295	3.6219	2.86	3.6083	3.257	1.9759	2.7938	1.9067	1.7084	2.6063	1.8526	1.6317	0.7278	3.3048	2.6947	2.1801	1.5942	2.1673	4.1297	2.0182	2.8543	1.9785	1.5092	1.2371	1.4425	1.2338	0.8884	2.1702	2.9435	2.2749	2.5713	2.6010000000000004	2.6574	4.4045	2.9009	2.2268	1.9102
TAG49:3FA15:0	0.4318	0.9535	0.3946	0.3082	0.4085	0.2082	0.1622	0.0689	0.2639	0.2936	0.2877	0.1324	0.3214	0.1839	0.3074	0.2289	0.241	0.272	0.4473	0.135	0.3148	0.6652	0.4031	0.8013	0.5669	0.4289	0.7138	0.5895	0.8102	0.4617	0.4848	0.5205	0.3432	0.6755	0.1438	0.2322	0.2596	0.1021	0.1217	0.0976	1.3762	0.7195	0.1701	0.0709	0.3515	0.2285	0.2648	0.1892	0.1354	0.2713	0.2559	0.1458	0.1004	1.0626	0.5618	0.9161	0.5436	0.1337	0.1908
TAG51:2FA18:0	0.5886	1.3873	0.4544	0.4773	0.3926	0.2902	0.2589	0.2442	0.4174	0.4171	0.2798	0.2416	0.3164	0.2779	0.4589	0.4163	0.4085	0.3955	0.588	0.2125	0.2666	0.6795	0.5004	0.5825	0.3806	0.3715	0.6173	0.505	0.7517	0.3822	0.4293	0.7355	0.4653	0.9999	0.304	0.3139	0.3347	0.2356	0.2822	0.2227	1.2515	0.7246	0.2657	0.2126	0.4819	0.3724	0.4383	0.327	0.3044	0.3013	0.3733	0.4534	0.2081	1.0394	0.5242	0.9884	0.5218	0.2456	0.3424
LPE(20:4)	0.3201	0.7316	0.3522	0.3591	0.317	0.2915	0.3057	0.2184	0.2569	0.2775	0.3823	0.2587	0.4977	0.4054	0.3876	0.3448	0.6291	0.4275	0.4453	0.555	0.3369	0.7548	0.6007	0.3198	0.3282	0.3407	0.3883	0.426	0.4525	0.4996	0.6523	0.4057	0.2986	0.2843	0.2448	0.1991	0.2144	0.4032	0.4206	0.5469	0.5136	0.5264	0.3512	0.2816	0.3291	0.2563	0.2825	0.424	0.2213	0.2377	0.2306	0.4745	0.5564	0.7442	0.3709	0.4572	0.4937	0.3174	0.4704
TAG44:2FA12:0	0.5512	0.7646	0.268	1.8964	1.6531	0.2012	0.0308	0.0327	0.9065	0.1493	0.0418	0.0304	0.0547	0.0299	0.112	0.0343	0.1403	0.2849	2.7919	0.0266	0.0915	2.7333	0.1577	1.3316	0.1052	0.0797	0.139	2.2639	7.6259	0.0663	0.0584	0.9798	0.7539	4.7506	0.565	0.1285	0.1303	0.0512	0.0548	0.0354	1.0953	0.2588	0.2116	0.0156	0.2977	0.0753	0.5748	0.0888	0.1106	0.0507	0.0783	0.2045	0.0212	0.7863	0.2012	0.4351	0.3282	0.0467	0.0636
TAG56:1FA16:0	0.3641	0.4893	0.1803	0.2145	0.0498	0.121	0.0388	0.0449	0.0988	0.1496	0.0391	0.0463	0.0595	0.0499	0.4132	0.2704	0.1014	0.2304	0.3839	0.4313	0.0577	0.3565	0.4375	0.1374	0.0538	0.0932	0.122	0.1243	0.8759999999999999	0.1274	0.0837	0.1456	0.0546	0.2169	1.8366	0.0382	0.0724	0.0561	0.0357	0.0799	0.4945	0.1433	0.0387	0.0377	0.1065	0.1197	0.1422	0.0727	0.026	0.0445	0.0616	0.1322	0.0323	0.3316	0.1442	0.6189	0.2298	0.0503	0.147
MAG(15:0)	0.1099	0.1307	0.1399	0.0906	0.0693	0.1738	0.243	0.1269	0.1786	0.1287	0.1439	0.1393	0.1265	0.1084	0.1166	0.1603	0.1314	0.1959	0.1013	0.1204	0.1029	0.1683	0.1733	0.1352	0.1561	0.1324	0.1065	0.1515	0.2307	0.1056	0.08900000000000001	0.1	0.1373	0.0895	0.0984	0.08	0.1092	0.1354	0.1384	0.1684	0.1298	0.0931	0.1121	0.1143	0.1153	0.0861	0.0933	0.2644	0.1595	0.0927	0.101	0.1056	0.0847	0.3474	0.1106	0.1192	0.1564	0.1203	0.124
DAG(16:0/18:2)	3.1885	5.9052	3.0963	3.1901	2.5623	1.5111	1.6004	1.1085	2.128	1.9308	0.963	0.7755	1.9484	1.8518	3.1913	2.6221	1.2225	1.2436	2.6708	0.9536	1.6762	4.9386	6.0012	3.2953	2.7223	3.0594	5.8547	3.9397	7.062	2.2554	2.2336	2.1199	1.7603	3.6544	2.3745	1.1223	1.4737	0.7724	0.5986	0.7135	4.5518	3.6031	1.4405	0.7548	2.0923	1.7512	2.305	1.4565	1.0649	2.6604	2.7301	1.1529	1.2006	7.462999999999999	3.8222	6.2919	2.6416	0.862	1.9991
HCER(20:0)	0.0464	0.1588	0.0817	0.1078	0.1227	0.1035	0.1206	0.0818	0.0807	0.115	0.0913	0.0999	0.0871	0.1084	0.0966	0.0796	0.0724	0.0987	0.0646	0.096	0.0968	0.1035	0.1021	0.1013	0.1197	0.0947	0.205	0.1031	0.0904	0.0968	0.1031	0.1497	0.1483	0.1403	0.12	0.0829	0.073	0.1524	0.1571	0.0881	0.1562	0.097	0.1432	0.1164	0.0749	0.0692	0.0774	0.0456	0.0537	0.1875	0.1936	0.0945	0.0925	0.0756	0.0703	0.0714	0.0886	0.079	0.1415
LCER(24:0)	0.0946	0.225	0.1478	0.1609	0.2136	0.2026	0.2629	0.1395	0.1681	0.1638	0.0942	0.0795	0.1615	0.1617	0.1746	0.1691	0.2176	0.3146	0.1212	0.2771	0.2031	0.1652	0.2524	0.1685	0.1931	0.2023	0.2004	0.1988	0.2122	0.1273	0.162	0.2734	0.2934	0.2169	0.2162	0.2425	0.2314	0.2895	0.2469	0.2668	0.1966	0.1325	0.2494	0.3315	0.1438	0.1378	0.1246	0.161	0.1502	0.1929	0.2727	0.2243	0.1866	0.1549	0.1116	0.1415	0.207	0.2337	0.2687
TAG49:0FA16:0	1.5477	6.6649	1.0321	0.5659	0.5593	0.8594	0.2282	0.1224	0.5302	1.403	0.2236	0.1959	0.3583	0.1914	0.9173	0.4856	0.9085	0.9524	1.3343	0.0898	0.2384	1.393	1.598	2.1697	0.5189	1.0062	1.1514	1.5969	3.0868	0.9842	1.0474	2.7243	1.0387	2.5862	0.2986	0.3418	0.4944	0.503	0.5566	0.2922	5.7535	1.5413	0.5195	0.1304	1.0963	0.5185	0.9321	0.6678	0.5861	0.5599	0.8314	0.4968	0.1387	3.7984	1.4085	6.8312	2.9103	0.6077	0.623
TAG50:3FA18:2	37.1862	70.4768	38.0284	44.4333	45.6763	19.787	19.2357	7.814	27.8166	30.9814	21.5759	13.0423	32.7263	23.0689	53.3929	35.7889	21.7369	22.3521	57.6018	13.5354	32.2726	61.4514	42.1968	72.0594	53.26300000000001	45.7278	79.5697	62.2838	98.3066	34.0455	34.6724	39.0153	26.6171	49.0723	19.4457	15.9024	21.2376	7.0189	7.9429	14.149	83.0369	70.6535	15.916	7.25	28.5243	23.1871	25.4942	16.8305	12.4634	29.3348	28.4966	13.411	7.814	92.5668	47.6713	48.0772	36.0841	10.4522	20.1988
TAG55:7FA20:4	3.0893	3.3504	3.455	3.1091	3.0485	2.9764	3.1187	3.4277	2.9284	2.9593	3.3294	2.9887	3.3464	3.2795	3.1656	3.0689	3.178	3.4172	3.2606	3.0311	2.9852	3.2642	3.1966	3.0937	3.0989	3.199	3.1104	3.3671	3.1955	3.238	3.1708	3.2333	3.1202	3.3466	3.3146	3.5638	3.1084	3.2464	3.1023	3.0097	3.5587	3.2581	2.8392	3.1444	3.2224	3.2509	3.2285	3.2084	3.1187	3.051	3.1701	3.3048	3.1453	3.0694	3.3816	3.2517	3.1804	3.103	3.0913
HCER(22:0)	0.2455	0.6976	0.3657	0.5189	0.5176	0.5045	0.6564	0.4408	0.3468	0.6131	0.4472	0.4297	0.467	0.5252	0.4676	0.5049	0.5523	0.6494	0.3158	0.6049	0.6513	0.5251	0.5553	0.6	0.6478	0.4671	0.9333	0.6578	0.6077	0.4934	0.5703	0.8540000000000001	0.7952	0.7454	0.9389	0.4174	0.3913	0.7262	0.7184	0.6567	0.8603	0.3131	1.0002	0.9415	0.2715	0.2966	0.2836	0.2427	0.3054	0.8671	1.0238	0.718	0.5288	0.4457	0.2954	0.3289	0.4371	0.3574	0.6656
TAG58:7FA22:5	0.7582	2.0377	3.7318	0.4832	0.4719	0.588	0.9923	0.5977	0.9239	0.4711	0.7098	0.8054	0.8565	1.1357	2.1949	2.3571	0.6665	0.5920000000000001	2.7202	0.3768	0.446	1.2443	0.9544	0.5212	0.8454	0.975	1.206	0.6399	1.3742	0.9179	1.0852	0.6124	0.5317	1.9998	2.6495	0.2908	0.276	0.4651	0.5511	0.4085	1.4397	1.5167	1.0274	0.6084	1.51	1.1365	1.2795	0.9772	0.606	0.6431	0.6187	0.7165	0.5856	3.0864	1.7265	0.9909	0.6946	0.6749	0.5956
FFA(22:2)	1.8187	1.5658	1.6768	1.1603	1.4098	1.8107	1.8548	2.0528	1.9349	1.5828	2.6526	2.5914	2.1672	2.3566	1.7903	1.5426	2.444	2.2816	1.8187	3.6089	2.6974	1.412	1.6495	2.238	2.4657	2.1154	1.7855	3.0841	2.1279	1.5581	1.6589	1.7071	1.7758	1.5243	1.5732	1.7881	1.7065	1.6672	1.7012	3.1062	1.6812	1.4247	1.7892	1.6543	1.5324	1.3236	1.4321	2.1068	1.9327	1.7304	1.6713	1.3917	1.7366	1.7475	1.6794	1.8859	2.4084	3.1407	2.1104
TAG44:1FA12:0	0.8761	1.8118	0.6761	2.2167	2.878	0.481	0.0561	0.0381	1.5408	0.5477	0.0625	0.1033	0.0951	0.0365	0.2841	0.083	0.4293	0.6296	4.9746	0.0492	0.2119	4.0838	0.3069	3.4483	0.2597	0.2724	0.3335	4.6861	16.9824	0.25	0.1673	2.0164	1.5795	6.2861	1.6672	0.1433	0.1927	0.1107	0.1118	0.0904	3.3969	0.6939	0.5242	0.0209	0.4309	0.1616	1.3771	0.1638	0.3315	0.1211	0.2355	0.1863	0.038	1.7168	0.4641	1.629	1.0756	0.1347	0.1756
TAG46:0FA12:0	0.662	1.6155	0.3267	1.2716	2.5475	0.2944	0.0472	0.0225	0.6226	0.3975	0.0349	0.0695	0.0645	0.0267	0.2415	0.0895	0.2715	0.3881	2.1902	0.0239	0.1123	2.4993	0.361	1.3259999999999998	0.1467	0.1522	0.1956	4.9556	19.1464	0.1316	0.1118	1.4395	0.6787	3.2703	0.8743	0.0837	0.1121	0.0709	0.0853	0.0951	2.0598	0.4135	0.1666	0.021	0.3146	0.0921	0.7645	0.1704	0.2316	0.0992	0.1685	0.2022	0.0215	1.1558	0.2836	1.1131	0.5316	0.1013	0.1611
TAG52:6FA14:0	0.4865	0.5886	0.687	0.2295	0.2308	0.3456	0.1186	0.0728	0.2419	0.0931	0.1128	0.1026	0.2318	0.1649	0.3652	0.2003	0.1426	0.1924	0.901	0.0364	0.0718	0.3455	0.237	0.3657	0.1367	0.2615	0.2037	0.4703	0.7054	0.1815	0.1745	0.2798	0.2354	0.8593	0.2354	0.0996	0.1327	0.1462	0.1503	0.0711	0.9203	0.3845	0.0875	0.051	0.3033	0.1316	0.1609	0.1286	0.1927	0.1375	0.193	0.0842	0.0633	0.5299	0.5723	0.9089	0.3705	0.08900000000000001	0.0906
TAG51:2FA17:0	1.9576	5.5365	2.0979	1.4631	1.5631	1.1903	0.8732	0.4291	1.1895	2.0479	0.9202	0.6849	1.2657	0.909	2.3294	1.6095	1.4704	1.4342	2.2758	0.4697	0.9241	2.9003	2.6738	3.7368	2.1406	2.0651	3.3486	2.4807	4.053	2.1261	2.1314	2.643	1.4466	2.7621	1.0138	0.8727	1.0772	0.5789	0.7633	0.6104	5.9017	4.1598	1.0137	0.4408	1.9258	1.4153	1.5772	1.0268	0.6766	1.5164	1.5764	0.9396	0.4545	5.1676	2.9022	5.5702	2.7616	0.8066	1.1463
TAG56:3FA20:0	1.0599	1.36	1.0184	1.3957	0.3399	0.4558	0.2908	0.9157	0.6533	0.6179	0.5043	0.4465	0.6073	0.5935	1.4022	1.3517	0.5269	0.4847	1.3787	1.1419	0.4704	1.6874	1.2683	0.5091	0.6668	0.2817	0.6917	0.5068	1.9549	0.3233	0.4037	0.4029	0.3061	1.0036	2.8338	0.2942	0.2884	0.1999	0.1971	0.2619	1.6551	0.5575	0.3785	0.4882	0.5972	0.4204	0.6632	0.5781	0.3557	0.2821	0.2845	0.687	0.4187	1.266	0.7022	1.4947	0.3720000000000001	0.1837	0.695
PE(P16:0/20:3)	0.3962	0.6319	0.391	0.5724	0.6513	0.52	0.6848	0.5711	0.5824	0.5273	0.6202	0.3832	0.5008	0.3666	0.438	0.2606	0.8931	0.782	0.8953	0.4537	0.4692	0.4702	0.5582	0.7608	0.9723	0.473	0.8683	0.4405	0.5626	0.7589	0.6653	0.6856	0.6403	0.3078	0.2297	0.6143	0.6635	0.6632	0.8094	0.7164	1.3811	1.0807	0.8392	0.6386	0.8172	0.6631	0.6337	0.3629	0.53	0.5984	0.8404	0.645	0.5055	0.6417	0.6661	0.8471	0.6658	0.5287	0.7475
PI(18:1/20:4)	0.9124	1.4579	0.8398	1.12	1.1849	1.355	0.8681	0.5529999999999999	0.7016	1.3359	0.7816	0.9086	1.4603	1.1724	1.1837	0.8712	3.8666	1.7874	0.4085	2.3483	1.6691	1.1262	1.7288	1.4124	1.6	0.8747	1.1774	1.3276	2.0857	0.892	0.7104	1.5654	1.3487	0.7303	0.7999	1.8581	1.5389	1.009	0.6158	1.7622	2.497	0.7388	1.6283	1.5139	0.7158	0.7234	0.754	0.8446	1.0046	1.2441	1.1334	1.3457	1.5008	1.4521	1.2224	1.0486	1.1564	0.9869	1.9536
DAG(12:0/18:2)	0.1566	0.1321	0.1246	0.3114	0.1895	0.01015	0.01015	0.0526	0.2618	0.0545	0.0288	0.0278	0.0417	0.0477	0.0442	0.052000000000000005	0.0519	0.0438	0.4102	0.0375	0.0624	0.7495	0.1103	0.1746	0.0395	0.01015	0.0766	0.3559	1.2017	0.01015	0.01015	0.0983	0.127	0.6542	0.1826	0.0544	0.0482	0.01015	0.01015	0.0262	0.2262	0.0948	0.0606	0.037000000000000005	0.0609	0.01015	0.01015	0.0422	0.0468	0.0493	0.069	0.01015	0.01015	0.2162	0.0735	0.1689	0.1043	0.0377	0.0594
TAG52:2FA16:0	149.7324	303.3596	174.7267	122.5868	122.5209	93.4216	95.8313	51.6631	140.4395	209.6122	110.7034	90.0432	136.1844	98.243	435.4127	303.4097	140.1869	122.8092	225.0438	72.2358	125.9721	218.4684	238.2599	216.342	199.1087	209.4252	366.3433	191.173	439.833	242.4414	258.9087	135.8927	80.3406	191.7237	214.4011	53.3648	74.263	36.4164	42.2307	72.7995	270.9238	291.9582	100.4027	53.5025	132.2799	148.9982	158.031	87.1319	45.6044	149.9847	150.4894	61.8161	41.5268	286.9836	205.3822	230.149	173.2195	78.1857	146.3886
TAG52:3FA20:1	0.2547	0.6676	0.3373	0.3071	0.3344	0.1339	0.1312	0.117	0.2482	0.2309	0.189	0.1289	0.2531	0.1887	0.4047	0.3005	0.1765	0.1906	0.7316	0.1344	0.2438	0.4219	0.3072	0.5303	0.4617	0.2496	0.4566	0.4161	0.6674	0.2809	0.2632	0.2936	0.2277	0.4958	0.2312	0.1013	0.1154	0.0543	0.057	0.0976	0.526	0.537	0.0898	0.0749	0.2626	0.1951	0.2594	0.1439	0.1354	0.1919	0.1909	0.1365	0.0545	0.5379	0.3559	0.3232	0.2905	0.0768	0.1824
PE(P16:0/22:6)	4.5997	5.6907	7.0042	4.3161	4.7955	6.1907	9.6515	5.8102	6.3208	3.7032	4.1505	5.5006	2.4567	2.7249	6.1894	6.4249	3.9845	4.3738	11.6492	3.4619	3.8735	5.2332	4.595	3.6591	5.7724	8.2788	5.524	4.399	2.3568	4.4539	5.4717	6.0291	4.9225	6.6942	5.3431	3.6037	2.6047	7.9349	10.1036	3.9206	10.6759	5.6552	6.6465	5.5882	6.1847	3.3142	3.6084	3.4202	3.9255	4.0129	5.4732	3.4269	3.8961	4.8057	8.1782	9.3868	5.0789	4.0534	3.1682
TAG56:5FA22:4	1.4321	2.9814	1.6905	0.5783	0.7254	0.7645	0.6687	0.3205	0.8812	1.1097	0.9232	0.5792	1.371	0.9738	3.1974	1.3486	1.3197	1.1128	1.8461	0.3628	0.7306	1.9582	2.2296	1.5584	1.3762	1.9888	2.4214	1.7026	3.0824	2.3159	2.5792	1.151	0.8882	0.9702	0.7954	0.4541	0.6141	0.5366	0.6919	0.6925	2.3293	2.7124	1.1524	0.4013	2.0421	1.8147	1.8879	0.7944	0.564	1.1928	1.248	0.573	0.4808	3.2407	1.7901	1.7331	1.769	0.8096	0.895
TAG56:9FA22:6	1.0490000000000002	0.8283	4.7099	0.321	0.4422	0.6954	1.0466	0.7669	0.9946	0.1617	0.3205	0.7262	0.4359	0.6284	1.3605	2.1366	0.1336	0.1478	2.6321	0.0608	0.1361	0.7294	0.4027	0.2653	0.2812	1.0214	0.5988	0.7134	0.8063	0.3285	0.4087	0.2186	0.2596	2.2956	1.5199	0.1364	0.1327	0.5675	0.5683	0.1147	1.2232	0.6719	0.3108	0.2558	0.6302	0.4049	0.3785	0.7696	0.8819	0.3291	0.3706	0.173	0.2147	0.5985	2.7886	1.6558	0.441	0.289	0.1592
TAG55:7FA20:3	0.2421	0.3023	0.2967	0.2551	0.2628	0.272	0.2796	0.2923	0.2602	0.2427	0.2755	0.3004	0.2801	0.2959	0.3236	0.2544	0.2742	0.2945	0.2987	0.2412	0.2337	0.2834	0.2416	0.2937	0.2723	0.2665	0.2808	0.2998	0.2759	0.2699	0.2813	0.2687	0.2827	0.2571	0.2649	0.3301	0.2899	0.2736	0.2877	0.2647	0.3138	0.2723	0.255	0.2644	0.2752	0.2717	0.2923	0.2843	0.305	0.2528	0.2484	0.3003	0.2603	0.2839	0.282	0.2907	0.2848	0.2813	0.2765
TAG50:5FA16:0	0.4308	0.3334	0.4042	0.1215	0.136	0.2522	0.0979	0.0798	0.1181	0.0863	0.1562	0.1295	0.1447	0.1055	0.2752	0.1584	0.1336	0.1651	0.2496	0.0315	0.0697	0.2654	0.2047	0.2805	0.1556	0.2446	0.1673	0.3521	0.586	0.1364	0.1266	0.1401	0.1357	0.5154	0.1516	0.0789	0.1039	0.1113	0.0832	0.1671	0.9137	0.2573	0.0616	0.0419	0.1652	0.0885	0.0896	0.0741	0.1048	0.1177	0.1538	0.0497	0.0508	0.3718	0.373	1.3258	0.3241	0.0966	0.1184
