	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
LPE[FA18:1]	0.7142	1.3476	0.4789	0.9772	0.6098	0.5805	0.2255	0.5405	0.4089	0.5343	0.4448	0.5523	0.6392	0.4856	0.6805	0.501	1.0166	0.5176	0.9685	1.3941	0.5538	1.1112	1.3413	0.5341	0.6433	0.335	0.6438	0.6659999999999999	1.042	0.5813	0.7151	0.8666	0.545	0.7306	0.8541	0.6527	0.7315	0.5725	0.2993	0.8544	0.9357	0.7665	0.2437	0.6273	0.3058	0.3631	0.5975	0.439	0.3642	0.269	0.3279	1.2385	0.8706	0.8359	0.5114	1.3045	0.8029999999999999	0.3171	0.7692
LPC[FA18:2]	7.0872	14.3493	6.3223	15.8637	8.7301	7.9834	5.9446	8.8517	5.7407	5.7181	6.9672	8.7786	5.8121	7.5118	6.7526	7.3066	7.3322	4.715	14.5156	10.9004	6.734	12.9802	13.2553	5.8261	7.9153	6.2415	7.4249	7.2088	9.2795	7.0374	7.4708	11.5606	7.9582	8.605	10.2896	9.4339	8.8354	10.5536	7.6829	9.6007	10.6903	8.8909	5.459	9.3649	4.6365	5.072	5.7195	5.6770000000000005	7.6588	4.6765	5.5541	13.6886	13.4705	10.7765	7.5735	13.5384	12.2017	5.7823	9.402
TAG[FA20:0]	6.6432	13.9098	7.2612	6.5426	3.5321	3.9993	3.0165	4.1110000000000015	5.1259	5.9022	4.049	3.0607	4.9615	3.6524	11.111	9.1226	4.9514	4.7781	10.3145	4.7086	3.9354	11.0518	9.8191	6.3834	5.266	4.6994	7.627000000000002	7.0249	18.5477	4.9336	5.2777	4.704	3.0031	8.1458	14.4604	2.2856	2.5518	1.7737	1.9946	2.4087	14.2909	6.1902	3.7357	2.5502	5.1405	3.9519	5.5538	4.192	2.5429	3.367	3.3042	3.6203	2.0746	11.6474	6.8743	10.6635	6.1702	2.4091	5.2468
HCER[FA20:0]	0.0464	0.1588	0.0817	0.1078	0.1227	0.1035	0.1206	0.0818	0.0807	0.115	0.0913	0.0999	0.0871	0.1084	0.0966	0.0796	0.0724	0.0987	0.0646	0.096	0.0968	0.1035	0.1021	0.1013	0.1197	0.0947	0.205	0.1031	0.0904	0.0968	0.1031	0.1497	0.1483	0.1403	0.12	0.0829	0.073	0.1524	0.1571	0.0881	0.1562	0.097	0.1432	0.1164	0.0749	0.0692	0.0774	0.0456	0.0537	0.1875	0.1936	0.0945	0.0925	0.0756	0.0703	0.0714	0.0886	0.079	0.1415
PE[FA18:1]	32.3787	45.6202	36.0609	25.7608	25.7504	33.2277	35.0801	26.6934	29.9143	27.899	25.3608	21.6876	27.2648	25.7442	36.8318	38.786	51.3416	42.7227	54.2716	36.1377	29.915	28.4715	36.3351	34.0405	42.7317	33.2973	34.8364	22.2522	36.4331	30.9259	42.0087	47.5805	41.227	34.2831	34.7533	26.2254	28.6369	42.132	36.1978	39.5337	48.1032	44.7215	36.6858	37.3378	41.1079	28.696	31.6328	23.0465	29.0935	24.3908	37.5071	34.4012	35.6181	42.4886	32.8633	48.8217	32.9406	25.7572	31.854
CE[FA20:0]	0.4005	1.3986	0.6741	0.5423	0.5479999999999999	0.626	0.8579	0.6119	0.7068	1.0837	0.5649	0.5713	0.5903	0.5943	1.8443	1.1427	0.6255	0.7633	0.6667	0.5589	0.8619	0.9645	1.2472	0.7768	0.6886	0.9757	1.1819	0.6304	0.9469	0.9874	1.9704	0.9887	1.1049	0.8361	1.0005	1.7928	0.698	1.2122	1.1774	0.5283	1.2597	0.5585	1.5341	1.1492	0.9144	0.4521	0.4817	0.6082	0.7863	0.626	0.9594	0.6101	0.4595	0.7589	0.4866	0.7009	0.893	0.7752	0.664
CE[FA22:0]	0.5479	0.9971	0.8262	0.6422	0.757	0.8406	1.0125	0.8671	0.8628	0.7393	0.5445	0.6456	0.5434	0.6376	0.9179	1.3914	0.6518	0.7708	0.9463	0.5589	0.7919	0.6569	0.5903	0.5565	0.5773	0.932	0.8418	0.5119	0.5672	0.6287	1.19	0.7731	0.7946	1.138	1.1181	0.8351	0.7124	1.3299	1.4111	0.3927	1.0724	0.5908	1.0953	0.8736	0.7244	0.5668	0.5206	0.5336	0.6659	0.812	0.9807	0.6841	0.6365	0.4818	0.6203	0.684	0.8911	0.7402	0.6933
PC[FA18:3]	8.436	12.3288	8.5946	14.4804	17.6968	18.9678	8.7822	8.8434	8.3822	11.0653	5.1228	7.9319	8.0827	9.1982	10.2223	9.1766	9.4338	9.5298	7.7644	11.5195	13.8623	12.4714	13.4736	21.4048	13.64	13.1945	13.3847	10.5394	12.7803	9.2664	10.821	12.9834	11.2242	8.8035	6.5452	17.7234	16.9784	16.7342	12.842	18.6475	32.0031	12.5526	5.7436	7.6179	7.9488	6.3234	6.6055	5.0748	5.7975	9.1402	10.6307	13.0338	10.4302	16.833	9.9377	28.5647	16.6402	8.4882	6.0325
LPE[FA18:2]	0.4187	0.8794	0.3276	1.4880000000000002	0.8198	0.4295	0.2576	0.3453	0.2958	0.5271	0.3274	0.2961	0.4168	0.3587	0.3023	0.2962	0.3781	0.264	0.6699	1.1199	0.5404	1.1885	1.0261	0.6326	0.6349	0.1964	0.4833	0.5436	0.8147	0.2838	0.4132	0.5442	0.3577	0.504	0.5096	0.6013	0.6593	0.3981	0.3006	0.6288	0.8811	0.4812	0.206	0.4154	0.1984	0.2103	0.2829	0.4015	0.2444	0.2508	0.2306	0.8489	0.8125	0.8017	0.3328	0.9595	0.5711	0.2468	0.5447
Total[FA22:4]	21.1385	37.2472	20.3735	29.5904	27.8038	15.835	19.0092	10.7018	10.6133	25.1452	18.6346	15.1377	29.777	31.262	33.8387	16.5221	46.7062	53.062	20.2367	28.9644	28.0349	30.826	38.8413	28.5048	28.7007	27.2166	28.7891	25.6657	40.35	32.6568	35.7493	37.3165	36.0572	15.0707	12.2711	23.4573	26.5944	19.4215	16.6602	32.4135	29.0935	28.5462	26.8074	20.292	33.8288	23.0917	24.8982	18.116	17.407	24.6649	27.7639	26.646	27.4133	48.8442	22.1147	27.1933	29.3132	26.2625	26.5716
SM[FA22:0]	37.0477	73.8287	36.0223	66.7839	64.8829	49.8351	62.14100000000001	27.7684	35.9073	60.1827	28.7642	31.3671	45.227	48.2449	67.9771	68.5734	58.6377	76.3709	46.8668	68.6339	78.403	57.2697	63.4526	61.8323	64.3559	49.1857	73.8413	46.4331	49.273	57.4123	65.4438	67.1479	60.9304	60.8468	60.8166	54.7332	55.7414	74.5132	65.0742	50.2287	75.405	51.7578	68.4479	69.2642	55.7395	35.0643	31.1226	39.8966	40.8594	56.698	58.9243	69.8842	52.081	57.4196	47.477	64.882	67.5572	58.1793	38.8948
TAG[FA14:1]	10.2927	24.5645	6.091	6.5774	8.5976	6.2207	2.927	1.765	3.6908	8.289	4.1172	3.3435	5.1527	3.7512	10.3913	5.7222	7.1498	7.4031	12.9365	3.4492	5.7519	9.3625	7.7599	20.761	7.4958	7.9435	11.3159	10.984000000000002	18.1231	8.6951	7.6887	12.0766	8.4093	11.5891	3.5221	3.9845	5.2452	2.8943	3.0952	3.3151	29.7145	15.0464	2.5739	1.9279	6.4584	4.7031	6.5717	3.825	3.4352	4.8928	5.4712	4.3737	1.9802	21.9321	8.2459	13.7438	16.8382	3.2246	4.3791
FFA[FA18:0]	473.8949	457.7957	340.7778	444.7489	440.9012	456.2298	433.3428	421.0616	464.9823	337.1942	490.946	443.2398	479.944	474.3185	460.4259	451.2108	536.0955	476.0372	479.575	586.1842	499.5174	421.3035	472.7621	424.1173	458.8103	505.7603	420.7755	552.0694	401.8848	398.6816	417.5672	466.6424	482.1041	476.6859	478.5039	462.5215	441.9585	454.0108	452.7068	476.168	407.7891	423.593	491.571	410.7738	478.3381	390.9986	466.2831	462.6115	434.1344	512.1831	440.9883	468.2303	528.2507	491.1679	411.399	491.6311	546.941	482.8425	464.6173
Total[FA14:0]	165.265	338.3483	138.7464	206.5857	221.7776	145.5726	111.4827	72.8056	159.4313	162.7455	107.6734	99.1753	139.596	104.513	220.7338	137.0521	163.6741	183.2472	326.3147	126.0684	147.6075	246.4382	189.2262	350.2828	179.5171	178.0155	251.4334	271.2119	475.3384	187.9837	175.0079	281.629	246.7321	296.3778	111.2513	100.7226	113.0771	142.7647	123.1531	116.9106	393.8557	247.3993	169.4551	99.4037	181.0081	99.0121	132.6819	91.9068	98.3282	138.9815	152.6843	120.9301	95.0628	305.7664	186.9315	267.0557	291.252	145.0896	104.6154
DAG[FA22:6]	0.5769	0.4263	1.6693	0.1496	0.2207	0.431	0.6515	0.4276	0.6871	0.1174	0.1471	0.35	0.2184	0.2276	0.762	1.0664	0.1433	0.1248	1.4842	0.0911	0.1258	0.394	0.4611	0.1865	0.1633	0.6132	0.4871	0.4664	0.5424	0.2927	0.3	0.1591	0.204	1.2297	0.8059999999999999	0.0814	0.0847	0.2606	0.2923	0.0916	0.5768	0.3729	0.2773	0.1508	0.3259	0.2309	0.2096	0.363	0.337	0.1988	0.2492	0.1012	0.1158	0.6251	1.6868	1.07	0.3396	0.2485	0.1825
Total[FA20:3]	102.3963	190.4974	105.2079	163.4951	184.7307	110.4838	134.1025	58.3592	92.7041	190.7338	101.8743	104.8486	121.0517	155.1345	223.2953	144.0058	159.9291	149.0918	118.0973	132.19	120.8306	154.5707	167.0362	200.2455	203.4006	165.2695	211.9272	138.1805	203.6393	162.1566	176.5951	168.8526	142.3458	64.6039	45.0572	148.4871	168.3366	127.4798	97.7065	158.3276	227.3485	215.7831	140.4603	142.3636	170.7348	131.8901	150.0808	102.0391	91.9267	207.129	202.4171	148.1687	117.7908	187.1711	158.9193	188.4732	207.1346	166.7226	107.5442
Total[FA22:2]	1.9475	1.7888	1.8478	1.2508	1.5281	1.9605	2.0375	2.1853	2.0715	1.8138	2.8086	2.725	2.324	2.5094	2.3986	1.8444	2.6446	2.5088	1.9622	3.7514	2.8463	1.5861	1.8467	2.3893	2.6398	2.392	1.9735	3.2539	2.2792	1.7338	2.0489	1.9345	1.9915	1.6679	1.7324	2.0143	1.8584	1.9245	1.8968	3.2822	1.8944	1.5788	2.0522	1.842	1.7766	1.4478	1.5768	2.2707	2.1131	1.9159	1.9123	1.5368	1.8343	1.905	1.8206	2.0565	2.6442	3.3415	2.2516
FFA[FA20:1]	2.5132	2.5722	2.36	2.2175	2.2078	2.2814	3.9753	43.4758	32.0115	1.9368	3.4094	3.0221	3.6979	3.4352	2.5491	2.1296	4.3198	3.3019	2.115	5.6108	4.2166	2.6272	2.8622	5.9469	4.6838	3.6707	55.9675	4.4033	3.3384	48.4685	54.0921	2.9824	3.0214	2.8619	3.1387	2.6098	2.4999	2.4461	1.9697	4.316	2.2991	2.5616	3.0732	2.1153	2.1105	2.1464	2.4492	2.8537	2.2474	2.8681	2.7552	2.7771	3.6903	2.6022	2.6428	2.3877	3.2049	3.3398	2.8285
LPE[FA18:0]	0.81	1.6814	1.0542	1.4554	1.3646	0.9272	0.8096	0.7561	0.7202	1.3626	0.6633	0.9064	0.9257	1.027	1.4035	1.4018	1.2781	1.4353	1.5682	1.2869	0.9266	1.4072	1.3741	1.1897	1.4597	0.9863	1.6441	1.2411	1.376	1.027	1.0981	1.8788	0.9393	0.7927	0.9209	0.7544	0.7440000000000001	1.1421	0.9051	1.0042	1.8445	1.8632	1.1053	1.0421	0.7413	0.6385	0.8922	0.7002	0.6333	0.8062	0.7917	1.2655	1.2584	1.7457	0.9885	1.7502	1.5213	0.6855	1.4183
SM[FA26:0]	0.2208	0.4356	0.307	0.298	0.3248	0.2708	0.3546	0.1799	0.1827	0.3153	0.2087	0.1967	0.278	0.2714	0.3468	0.3958	0.3152	0.3365	0.2873	0.3795	0.3989	0.3096	0.3486	0.3162	0.272	0.3143	0.3112	0.2505	0.2664	0.2666	0.2846	0.381	0.4599	0.3485	0.3268	0.3341	0.2564	0.4849	0.4247	0.2623	0.4311	0.2569	0.487	0.4320000000000001	0.3612	0.2435	0.1943	0.2791	0.2414	0.3006	0.3821	0.3329	0.2869	0.2794	0.2888	0.3285	0.4112	0.4064	0.2721
DCER[FA26:0]	0.0784	0.0677	0.1936	0.0573	0.0491	0.1319	0.1403	0.1537	0.1383	0.1301	0.2193	0.172	0.1162	0.1063	0.09	0.0885	0.1771	0.1673	0.0879	0.1295	0.0936	0.2795	0.0973	0.1105	0.134	0.2813	0.1255	0.1308	0.4291	0.0657	0.0672	0.1396	0.0535	0.0867	0.0829	0.0693	0.0718	0.0758	0.104	0.142	0.2651	0.0851	0.07200000000000001	0.0949	0.1547	0.0831	0.069	0.1154	0.1057	0.0827	0.096	0.0825	0.0842	0.1483	0.0895	0.0805	0.1125	0.2298	0.3089
PC[FA20:3]	56.6011	106.2142	54.3251	104.7351	120.8151	68.2006	81.8404	31.6198	52.7071	130.5254	56.5157	63.6592	66.8054	95.4844	125.4149	82.0208	96.4882	85.9826	61.9326	93.8889	77.1856	96.4663	103.5963	133.793	131.7738	100.0819	131.7549	82.0803	123.6426	91.2044	98.282	106.232	88.1809	32.7641	20.8901	96.2955	109.4748	78.495	55.7336	106.746	136.0509	126.801	80.7911	88.0458	98.7424	76.8994	88.7985	60.6493	47.6368	133.4008	117.9845	97.0885	71.8006	113.7913	92.4664	117.2219	131.3989	105.6739	61.2304
FFA[FA17:0]	18.2065	17.0564	15.0038	13.5319	15.6702	14.2383	14.1715	13.7354	15.8558	12.2816	27.6161	18.5139	1122.929	1082.259	14.6797	15.4839	20.8535	20.0227	14.4169	22.4067	19.1548	14.2797	15.0067	917.4169	1000.56	18.0098	1277.759	19.0122	21.1787	15.0753	16.874000000000002	17.3911	18.4237	18.1919	15.9522	15.7624	15.479	16.0926	16.0822	18.2236	15.4667	14.843	18.0884	17.3638	15.5084	13.0967	15.1032	15.5384	15.3478	18.1596	16.5219	15.4544	17.3508	16.6829	16.495	15.014	19.9739	22.2103	18.1066
DCER[FA20:0]	0.0359	0.0755	0.0517	0.0699	0.0418	0.0698	0.0635	0.0447	0.0553	0.0599	0.0413	0.0479	0.0426	0.0504	0.0629	0.0516	0.0676	0.0898	0.0469	0.0607	0.0383	0.0465	0.0539	0.0744	0.0653	0.0723	0.0723	0.06	0.0875	0.0585	0.062	0.059	0.0711	0.0529	0.0502	0.0407	0.061	0.0486	0.0586	0.0587	0.0659	0.0772	0.0468	0.0602	0.0713	0.0518	0.0648	0.0511	0.0502	0.0681	0.0714	0.0411	0.0589	0.0848	0.0705	0.0712	0.0654	0.0589	0.0727
DAG[FA20:4]	2.2184	3.1502	2.0046	0.7062	0.7366	1.1455	0.8497	0.605	0.9914	0.4701	0.6898	0.4589	1.2634	1.1356	2.1066	1.0543	1.6032	0.967	1.4436	0.6104	0.5273	2.1112	2.2483	0.977	0.8149	1.4757	1.7469	2.2336	3.0259	1.6230000000000002	1.8641	1.0027	1.5566	1.5522	0.8038	0.7146	1.0367	0.9471	0.6056	0.945	3.6877	1.7038	1.0148	0.7303	1.9572	1.2975	1.4079	1.0074	0.9243	0.8998	0.9472	0.6576	0.9035	2.9	2.3365	3.6831	1.4846	0.789	0.6878
LPC[FA16:1]	0.7758	1.1879	0.7183	1.1458	1.1692	0.823	0.7664	0.589	0.6316	1.1331	0.8271	0.9861	0.8544	1.0713	1.1274	0.7347	1.0308	0.8046	0.9593	1.2566	0.9814	0.9794	1.0325	0.9581	1.3069	1.6029	1.4809	1.1774	1.2691	0.9664	0.8948	1.3886	1.0503	0.6215	0.4746	0.8858	1.0471	1.0645	0.9333	1.1918	1.7817	1.3029	0.794	0.8839	0.6841	0.8178	1.0034	0.5593	0.72	0.8162	1.0392	0.8541	1.0362	1.2058	1.4057	1.328	1.8381	0.9888	1.2563
LPC[FA20:2]	0.2459	0.5504	0.2672	0.6834	0.4833	0.2498	0.3287	0.2376	0.1837	0.3974	0.382	0.4331	0.3165	0.4682	0.4445	0.3006	0.3182	0.2787	0.6235	0.5522	0.4947	0.3168	0.3683	0.3403	0.5051	0.3643	0.3648	0.3414	0.3502	0.3012	0.3414	0.5122	0.3342	0.2501	0.2241	0.5564	0.491	0.3214	0.245	0.49	0.5885	0.5834	0.2501	0.4272	0.2584	0.2232	0.3271	0.2134	0.3713	0.313	0.3866	0.514	0.4698	0.5044	0.3412	0.4517	0.6308	0.3459	0.3664
FFA[FA16:0]	630.6525	597.6102	488.6543	594.7644	574.0187	644.2241	636.1889	561.2758	640.1776	475.1872	669.5668	579.6931	707.7907	655.3518	625.2968	583.0583	755.5475	725.2731	613.2704	814.8636	687.449	589.061	643.0608	626.8791	670.1637	736.9789	648.1074	803.9317	542.4578	574.9539	588.6836	616.8538	684.7289999999998	620.1683	621.553	610.2021	608.3177	629.2996	613.2893	649.8282	594.3939	562.5132	696.4651	544.692	634.8879	532.3175	600.3113	625.3331	580.9149	700.2907	600.2951	628.6494	726.0393	676.6583	588.0079	637.8609	762.4395	720.4004	614.5405
LPE[FA22:4]	0.0476	0.1118	0.0306	0.0396	0.0484	0.0316	0.0222	0.0187	0.0134	0.0586	0.0371	0.0337	0.0749	0.0516	0.0418	0.0222	0.1246	0.0931	0.0398	0.0756	0.0446	0.0795	0.1034	0.0653	0.0494	0.0697	0.0605	0.0789	0.0599	0.0975	0.091	0.106	0.0654	0.0181	0.0121	0.045	0.0528	0.0341	0.0355	0.0788	0.0641	0.0771	0.0382	0.0343	0.0521	0.0416	0.0403	0.0454	0.0273	0.042	0.0529	0.0526	0.064	0.1294	0.0422	0.0713	0.1044	0.0507	0.0606
PC[FA18:2]	480.1572	1037.16	520.3033	1066.905	967.1674	897.4635	920.4816	605.5637	686.6728	906.0283	517.3951	514.1718	649.774	807.1411	788.7149	781.4028	673.2187	774.9115	732.6972	1051.14	1151.559	1066.462	996.7774	1356.76	1167.966	795.0773	1089.648	716.2386	946.1293	691.078	805.388	1045.007	904.199	810.1712	637.2986	726.5681	790.2875	1044.744	849.3292	832.7571	1142.476	734.3532	820.4023	924.0183	612.0523	523.1522	466.3892	465.1708	539.3128	746.9182	725.432	924.6978	795.2498	1106.712	794.5424	949.9091	884.7754	610.1487	628.003
PE[FA20:5]	8.2274	4.4936	23.2327	2.3944	3.0925	10.5548	13.6931	13.9295	10.9172	2.5025	4.1387	7.326	3.3116	3.2126	4.6169	31.3184	3.3814	4.9289999999999985	14.6552	4.6131	2.8904	3.0628	2.693	2.7641	3.129	9.6803	3.2418	2.5688	2.6365	3.5711	4.2558	4.556	3.9163	21.4026	18.5883	5.9587	2.6043	13.5903	12.669	4.4941	7.5991	6.4509	4.7292	6.2623	4.1965	5.0961	4.1401	4.9451	5.04	3.1468	2.963	3.1413	2.8837	3.2718	12.5071	11.8191	11.0161	5.3157	2.2054
DAG[FA18:3]	0.9011	1.4215	1.2762	0.8003	0.6979	0.5038	0.4122	0.3638	0.6504	0.3414	0.3413	0.3411	0.7299	0.6046	0.9069	0.7859	0.4164	0.3398	0.6678	0.2186	0.4053	1.2823	1.1501	0.9736	0.7641	0.5662	1.1219	1.0464	1.4684	0.6484	0.6423	0.4325	0.4042	0.9375	0.4334	0.3526	0.3641	0.2477	0.2065	0.3314	1.9794	0.9338	0.2428	0.189	0.5855	0.4476	0.521	0.3855	0.5055	0.5418	0.5317	0.4116	0.4941	1.2207	0.9652	2.0637	0.6793	0.2056	0.3478
DCER[FA16:0]	0.0541	0.1117	0.0812	0.1146	0.0738	0.0728	0.1017	0.0569	0.0553	0.0906	0.0729	0.0524	0.0928	0.0767	0.0732	0.0771	0.0854	0.0845	0.0813	0.1	0.0894	0.1289	0.118	0.0947	0.0968	0.0991	0.1201	0.0745	0.1485	0.0885	0.1027	0.0909	0.1013	0.1301	0.0999	0.0605	0.0919	0.0867	0.0773	0.0671	0.1331	0.0681	0.1108	0.0942	0.0774	0.0687	0.0802	0.0571	0.0758	0.0897	0.098	0.0686	0.0745	0.1654	0.0959	0.0758	0.076	0.0741	0.0949
PE[FA16:1]	0.2469	0.4772	0.1819	0.2786	0.3068	0.6801	0.3216	0.4777	0.7181	0.6515	0.1534	0.1836	0.4011	0.179	0.0767	0.0767	0.6939	0.6811	0.758	0.7245	0.443	0.2981	0.4162	0.9971	1.0131	0.4759	0.4696	0.0767	0.0767	0.481	0.5770000000000001	0.6902	0.9425	0.3735	0.1997	0.3321	0.6433	0.6616	0.6228	0.6626	1.0202	0.7691	0.6529	0.5516	0.2661	0.5306	0.3961	0.298	0.3326	0.3042	0.612	0.5028	0.5246	0.4791	0.2354	0.7794	0.9673	0.6584	0.5468
PE[FA22:6]	26.4458	27.8247	38.7644	21.2551	26.3835	32.4479	45.7336	28.9745	34.6609	23.6186	21.1937	30.3923	15.2371	17.0066	48.096	53.5118	22.7431	24.8199	70.5491	14.8969	17.1737	23.1606	21.4887	19.9824	32.5909	39.5434	30.2179	23.3442	17.0806	23.8313	29.2257	37.4011	28.6386	35.5045	29.4129	15.5243	11.8063	36.4867	35.4698	16.3092	52.3887	40.1598	33.2104	27.4588	34.7479	17.7247	18.9972	16.863	21.5532	20.5975	25.1001	15.965	19.8195	23.206	46.2068	53.8828	27.3676	20.1937	14.1914
PC[FA17:0]	4.4575	10.9446	9.6583	6.0408	6.9398	5.5468	5.1168	5.1995	6.5172	5.9692	7.042000000000002	6.3745	7.2445	7.0555	8.1291	11.8389	9.2062	8.1164	8.525	6.7937	6.8093	9.3562	7.4109	9.6676	9.4416	8.1862	9.2298	4.5082	5.3214	12.2011	11.5561	10.8962	12.4314	8.7495	5.9682	5.832999999999998	5.5271	12.9695	9.1724	5.107	14.6476	10.2204	12.0451	9.0504	11.6117	7.8767	7.9842	6.9866	6.1666	6.1705	5.8314	7.7081	8.9376	8.1534	10.1118	7.7438	9.1801	7.5832	6.9423
Total[FA18:3]	144.0381	231.4816	182.7374	200.8333	158.6528	126.3701	113.681	88.4805	116.7512	105.2173	73.9807	92.6372	123.1335	139.2306	202.7588	195.7751	103.6315	103.3207	137.1515	64.2382	102.6095	226.7664	202.1081	190.5532	166.4769	176.6667	193.7372	126.3851	211.9695	115.2479	133.6661	140.7316	102.3998	168.2222	107.0674	120.4546	135.2588	104.7976	83.7034	107.5021	324.0841	176.7235	70.2631	77.9813	117.3067	91.7178	100.1668	86.0229	87.0852	132.037	128.0099	144.7331	109.1892	213.6792	143.0397	272.228	146.7931	87.6047	90.9177
CE[FA20:2]	1.0345	2.1204	1.215	2.0593	2.3356	1.66	2.1284	1.0673	1.1954	2.3867	1.5928	1.6744	1.6196	1.9183	2.7303	1.7418	1.7434	2.1006	1.7059	1.3825	1.8966	1.8723	1.7245	2.3447	2.5002	2.2463	2.4787	1.49	1.6944	1.6023	2.2023	1.8966	1.8747	1.3707	1.0271	2.4711	2.8164	2.2367	1.7917	1.6681	2.2684	1.7335	2.6963	2.17	2.4473	1.4694	1.5327	1.1684	1.3543	2.8523	3.3852	1.6976	1.5422	1.6137	1.6111	1.9038	2.634	2.4186	1.5696
Total[FA14:1]	14.1543	28.1202	9.1505	9.3868	12.2983	14.4143	14.78	6.2016	8.6873	13.6086	8.7237	7.2325	9.5571	7.5212	14.8093	10.1703	13.5895	13.8686	16.7321	10.4677	11.3126	13.8528	14.9542	27.1389	11.6245	14.0518	17.0236	17.2842	22.1334	14.1767	12.3841	18.0077	15.5885	15.4718	6.5870000000000015	8.4609	10.0353	7.8555	8.3217	9.0663	36.0257	19.2328	8.5639	5.3823	10.7633	7.1159	9.1588	10.66	7.3973	9.8165	9.6534	7.1467	5.7449	34.2551	12.2311	17.115	25.2145	10.9754	9.3571
Total[FA26:1]	0.4094	0.6426	0.6166	0.5237	0.6827	0.5478	0.6409999999999999	0.4463	0.4385	0.5861	0.5820000000000001	0.4867	0.5853	0.5807	0.6226	0.5155	0.5408	0.5569	0.5536	0.6228	0.5609	0.4854	0.5794	0.4496	0.5069	0.6398	0.6584	0.4774	0.3957	0.3832	0.4468	0.7048	0.7948	0.7296	0.598	0.5948	0.528	1.0266	0.8573	0.5081	0.7403	0.5278	1.0261	0.7567	0.7961	0.5031	0.4014	0.5178	0.5446	0.6322	0.6496	0.5386	0.6314	0.5323	0.4863	0.468	0.7179	0.7926	0.6097
FFA[FA22:0]	6.0911	5.3732	4.6085	4.5066	4.6824	5.3334	5.5168	6.6658	6.7975	4.3784	7.6788	6.6258	6.2516	5.5743	5.0091	5.3177	8.6655	8.0504	5.6715	11.2221	6.952000000000001	5.166	6.3914	5.3731	5.7651	7.3366	6.4641	8.4595	5.4903	4.8792	5.5907	5.2935	5.5586	5.4938	6.3427	6.4917	5.737	5.0961	4.7132	8.2243	4.4545	5.0892	5.4115	5.2001	5.6788	4.1444	4.9727	6.3833	5.8362	5.7007	6.6589	5.7065	6.0976	5.5555	5.3348	5.615	6.7936	7.7922	7.2026
LPE[FA22:5]	0.125	0.2642	0.1248	0.1339	0.1197	0.1401	0.1067	0.0509	0.058	0.124	0.1275	0.1156	0.1649	0.1392	0.1741	0.1391	0.273	0.1806	0.125	0.1761	0.0981	0.2493	0.2193	0.1296	0.1127	0.1793	0.1734	0.2122	0.1909	0.2249	0.2407	0.2088	0.17	0.12	0.0602	0.1062	0.1022	0.1084	0.1153	0.1739	0.1799	0.1996	0.1195	0.0895	0.1184	0.0864	0.1164	0.078	0.0652	0.1176	0.0941	0.1112	0.1865	0.3063	0.1549	0.2589	0.2954	0.154	0.1654
FFA[FA15:0]	11.865	9.6476	9.7253	9.2619	7.651	12.7368	15.2386	10.1246	11.6336	8.8728	14.9295	28.6048	11.1829	9.4126	25.1692	10.3161	15.5056	14.914	53.3967	13.8873	11.4407	9.2388	11.6184	10.123	9.0679	12.0135	10.5841	13.5989	8.0442	11.2951	10.7883	14.4813	19.0539	10.9105	9.4866	9.2956	9.8657	10.1166	10.7004	11.8464	10.1423	8.0241	35.4524	23.6599	12.6392	7.9836	9.1209	12.5079	11.058	10.9427	8.5422	8.3935	9.7165	14.9926	11.0454	7.8196	13.7154	14.1386	9.7441
PI[FA16:0]	4.7023	5.9995	3.3505	6.0621	5.8587	8.1002	6.1827	4.0585	4.4249	13.5473	2.8483	3.7971	3.4222	6.0817	4.5912	3.2218	7.6145	7.9019	3.3309	6.5927	7.8781	9.0295	13.9205	13.2784	10.0269	10.6885	9.8355	8.7583	11.3585	5.0292	5.1356	7.6568	5.1357	4.9241	3.5833	11.6785	10.8163	7.0504	4.8762	6.3821	11.5574	5.3837	7.8296	7.1334	3.8025	3.1286	3.2886	3.485	2.7863	6.8852	9.7995	8.8029	8.0232	12.3157	8.5862	17.5056	10.880999999999998	7.6157	5.3488
